ARO_ID,Gene,Organism,Antibiotics,Drug_Class,Resistance_Mechanism
3002032,CMY-21,Escherichia coli,,cephalosporin,antibiotic inactivation
3003172,ACT-37,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001486,OXA-208,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3000592,ErmN,Streptomyces fradiae,erythromycin;roxithromycin;lincomycin;telithromycin;clarithromycin;clindamycin;tylosin;spiramycin;azithromycin;dirithromycin;pristinamycin IA;quinupristin;virginiamycin M1;madumycin II;griseoviridin;dalfopristin;pristinamycin IB;virginiamycin S2;pristinamycin IC;vernamycin C;patricin A;patricin B;ostreogrycin B3;oleandomycin,macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic,antibiotic target alteration
3002078,CMY-65,Citrobacter sp. 913,,cephalosporin,antibiotic inactivation
3002278,VIM-8,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002856,dfrA24,Escherichia coli,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3003206,lsaE,Enterococcus faecalis,lincomycin;pleuromutilin,lincosamide antibiotic;streptogramin antibiotic;pleuromutilin antibiotic,antibiotic target protection
3001175,SHV-128,Enterobacter cloacae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002727,QnrB13,Citrobacter freundii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001770,OXA-43,Burkholderia pseudomallei,oxacillin,penicillin beta-lactam,antibiotic inactivation
3003097,CfxA6,uncultured organism,,cephalosporin,antibiotic inactivation
3002019,CMY-8,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3002467,LEN-20,Klebsiella pneumoniae,,penicillin beta-lactam,antibiotic inactivation
3002015,CMY-4,Proteus mirabilis,,cephalosporin,antibiotic inactivation
3002751,QnrB36,Citrobacter freundii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002376,VEB-7,Acinetobacter baumannii,,monobactam;cephalosporin,antibiotic inactivation
3001658,OXA-174,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002435,OKP-B-2,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000958,TEM-91,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003095,imiS,Aeromonas veronii,,carbapenem,antibiotic inactivation
3001967,CTX-M-107,Shigella sp. SH219,,cephalosporin,antibiotic inactivation
3001874,CTX-M-11,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3002071,CMY-110,Escherichia coli,,cephalosporin,antibiotic inactivation
3001984,CTX-M-125,Enterobacter cloacae,,cephalosporin,antibiotic inactivation
3002098,CMY-85,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3003055,smeD,Stenotrophomonas maltophilia,tetracycline;chloramphenicol,macrolide antibiotic;fluoroquinolone antibiotic;tetracycline antibiotic;phenicol antibiotic,antibiotic efflux
3000883,TEM-11,Proteus mirabilis,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001201,SHV-162,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000934,TEM-67,Proteus mirabilis,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002073,CMY-60,Escherichia coli,,cephalosporin,antibiotic inactivation
3001780,OXA-85,Fusobacterium nucleatum,oxacillin,penicillin beta-lactam,antibiotic inactivation
3002843,vatD,Enterococcus faecium,virginiamycin M1;madumycin II;griseoviridin;dalfopristin,streptogramin antibiotic;streptogramin A antibiotic,antibiotic inactivation
3002641,APH(3')-Ia,Serratia marcescens,neomycin;ribostamycin;kanamycin A;gentamicin B;paromomycin;lividomycin;gentamicin,aminoglycoside antibiotic,antibiotic inactivation
3000888,TEM-17,Capnocytophaga ochracea,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001350,SHV-180,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003005,CfxA4,Bacteroides fragilis,,cephalosporin,antibiotic inactivation
3001804,OXA-145,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002293,VIM-23,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002111,CMY-98,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3002583,AAC(6')-29a,Pseudomonas aeruginosa,dibekacin;amikacin;kanamycin A;tobramycin;isepamicin,aminoglycoside antibiotic,antibiotic inactivation
3002108,CMY-95,Escherichia coli,,cephalosporin,antibiotic inactivation
3001384,TEM-207,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000593,ErmQ,Clostridium perfringens,erythromycin;roxithromycin;lincomycin;telithromycin;clarithromycin;clindamycin;tylosin;spiramycin;azithromycin;dirithromycin;pristinamycin IA;quinupristin;virginiamycin M1;madumycin II;griseoviridin;dalfopristin;pristinamycin IB;virginiamycin S2;pristinamycin IC;vernamycin C;patricin A;patricin B;ostreogrycin B3;oleandomycin,macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic,antibiotic target alteration
3002267,IND-11,Chryseobacterium indologenes,,carbapenem,antibiotic inactivation
3001302,chrB,Streptomyces bikiniensis,tylosin;chalcomycin;mycinamicin,macrolide antibiotic;lincosamide antibiotic,antibiotic target alteration
3001090,SHV-32,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001960,CTX-M-101,Escherichia coli,,cephalosporin,antibiotic inactivation
3002129,CMY-118,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3002046,CMY-35,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3001132,SHV-78,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002257,IND-2,Chryseobacterium indologenes,,carbapenem,antibiotic inactivation
3001467,OXA-167,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001654,OXA-143,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001041,TEM-176,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002133,DHA-2,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3001898,CTX-M-36,Escherichia coli,,cephalosporin,antibiotic inactivation
3001015,TEM-148,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001545,OXA-358,Acinetobacter calcoaceticus,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001553,OXA-366,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001897,CTX-M-35,Klebsiella oxytoca,,cephalosporin,antibiotic inactivation
3002609,aadA9,Corynebacterium sp. L2-79-05,spectinomycin;streptomycin,aminoglycoside antibiotic,antibiotic inactivation
3002767,QnrB54,Citrobacter freundii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002470,LEN-23,Klebsiella pneumoniae,,penicillin beta-lactam,antibiotic inactivation
3000805,OprN,Pseudomonas aeruginosa PAO1,ciprofloxacin;trimethoprim;chloramphenicol;norfloxacin,fluoroquinolone antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic,antibiotic efflux
3002701,Rhodococcus fascians cmr,Rhodococcus fascians,chloramphenicol,phenicol antibiotic,antibiotic efflux
3001493,OXA-225,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002346,GES-17,Escherichia coli,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000840,JOHN-1,Flavobacterium johnsoniae UW101,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002925,vanR gene in vanF cluster,Paenibacillus popilliae ATCC 14706,vancomycin,glycopeptide antibiotic,antibiotic target alteration
3003553,CepS,Aeromonas sobria,,cephalosporin,antibiotic inactivation
3000606,FEZ-1,Fluoribacter gormanii,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003167,CTX-M-159,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3002217,IMP-26,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001032,TEM-166,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003069,vanXY gene in vanG cluster,Enterococcus faecalis,vancomycin,glycopeptide antibiotic,antibiotic target alteration
3003186,CARB-23,Vibrio parahaemolyticus UCM-V493,,penicillin beta-lactam,antibiotic inactivation
3003034,mexX,Pseudomonas aeruginosa PAO1,erythromycin;amikacin;gentamicin C;ciprofloxacin;acriflavine;tetracycline;tobramycin;meropenem;chloramphenicol;arbekacin;norfloxacin;ofloxacin;gentamicin,macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;penicillin beta-lactam;tetracycline antibiotic;phenicol antibiotic;disinfecting agents and antiseptics,antibiotic efflux
3003811,adeC,Acinetobacter baumannii,tigecycline;tetracycline,glycylcycline;tetracycline antibiotic,antibiotic efflux
3002390,OXY-1-2,Klebsiella oxytoca,,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3004866,NDM-23,Klebsiella pneumoniae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002062,CMY-51,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3002192,IMP-1,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003067,smeS,Stenotrophomonas maltophilia,,aminoglycoside antibiotic;cephalosporin;penicillin beta-lactam,antibiotic efflux
3001425,OXA-31,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003155,SHV-188,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002987,bcrA,Bacillus licheniformis,bacitracin;bacitracin A;bacitracin B;bacitracin F,peptide antibiotic,antibiotic efflux
3002738,QnrB23,Citrobacter freundii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002409,OXY-3-1,Klebsiella oxytoca,,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002910,vanL,Enterococcus faecalis,vancomycin,glycopeptide antibiotic,antibiotic target alteration
3003064,ykkD,Bacillus subtilis subsp. subtilis str. 168,streptomycin;tetracycline;chloramphenicol,aminoglycoside antibiotic;tetracycline antibiotic;phenicol antibiotic,antibiotic efflux
3001065,SHV-6,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002502,PDC-5,Pseudomonas aeruginosa,cefoxitin;cefazolin;ceftazidime;ceftriaxone;ampicillin;cefixime;cefalotin,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002715,QnrB2,Proteus mirabilis,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002739,QnrB24,Citrobacter freundii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001305,ErmU,Streptomyces lincolnensis,lincomycin,macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic,antibiotic target alteration
3002308,VIM-38,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002757,QnrB42,Klebsiella pneumoniae,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3000975,TEM-112,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002569,AAC(6')-Iy,Salmonella enterica subsp. enterica serovar Enteritidis,dibekacin;amikacin;sisomicin;netilmicin;tobramycin;2'-N-ethylnetilmicin;5-episisomicin,aminoglycoside antibiotic,antibiotic inactivation
3001681,OXA-278,Acinetobacter schindleri,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002008,CTX-M-151,Salmonella enterica,,cephalosporin,antibiotic inactivation
3001021,TEM-155,Proteus mirabilis,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002096,CMY-83,Citrobacter braakii,,cephalosporin,antibiotic inactivation
3000984,TEM-122,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001887,CTX-M-25,Escherichia coli,,cephalosporin,antibiotic inactivation
3002252,CARB-14,Acinetobacter baumannii,,penicillin beta-lactam,antibiotic inactivation
3001074,SHV-15,Escherichia coli,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001067,SHV-8,Escherichia coli,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003046,qacA,Staphylococcus aureus,,fluoroquinolone antibiotic,antibiotic efflux
3002169,MIR-3,Enterobacter cloacae,,monobactam;cephalosporin,antibiotic inactivation
3001079,SHV-21,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001216,mdtH,Escherichia coli str. K-12 substr. MG1655,enoxacin;norfloxacin,fluoroquinolone antibiotic,antibiotic efflux
3002837,lnuC,Streptococcus agalactiae,lincomycin,lincosamide antibiotic,antibiotic inactivation
3000026,mepA,Staphylococcus aureus,tigecycline,glycylcycline;tetracycline antibiotic,antibiotic efflux
3001391,TEM-214,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001453,OXA-148,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002005,CTX-M-147,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3002790,QnrS1,Salmonella enterica subsp. enterica serovar Bovismorbificans,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002774,QnrB61,Citrobacter braakii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002637,APH(2'')-IVa,Enterococcus casseliflavus,amikacin;kanamycin A;tobramycin;gentamicin A;gentamicin,aminoglycoside antibiotic,antibiotic inactivation
3001797,OXA-46,Pseudomonas aeruginosa,oxacillin,penicillin beta-lactam,antibiotic inactivation
3002458,LEN-8,Klebsiella variicola,,penicillin beta-lactam,antibiotic inactivation
3000792,mdtA,Escherichia coli str. K-12 substr. MG1655,novobiocin,aminocoumarin antibiotic,antibiotic efflux
3002783,QnrB71,Citrobacter braakii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002272,VIM-2,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002794,QnrS5,Aeromonas sobria,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001651,OXA-130,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3000413,sul3,Escherichia coli,sulfadiazine;sulfadimidine;sulfadoxine;sulfamethoxazole;sulfisoxazole;sulfacetamide;mafenide;sulfasalazine;sulfamethizole,sulfonamide antibiotic,antibiotic target replacement
3001544,OXA-357,Acinetobacter calcoaceticus,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3000937,TEM-71,Klebsiella pneumoniae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002181,MIR-16,Enterobacter asburiae,,monobactam;cephalosporin,antibiotic inactivation
3002497,PDC-1,Pseudomonas aeruginosa PAO1,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3001843,ACT-22,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002863,dfrA8,Salmonella enterica subsp. enterica serovar Typhimurium,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3001489,OXA-217,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001667,OXA-202,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001818,ACC-4,Escherichia coli,ceftazidime;cefuroxime;aztreonam;cefotaxime,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001539,OXA-352,Acinetobacter calcoaceticus,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001566,OXA-380,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002537,AAC(3)-IIIb,Pseudomonas aeruginosa,neomycin;dibekacin;sisomicin;kanamycin A;tobramycin;paromomycin;lividomycin;5-episisomicin;gentamicin,aminoglycoside antibiotic,antibiotic inactivation
3002725,QnrB11,Citrobacter freundii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001442,OXA-117,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002480,OXA-144,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001563,OXA-377,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3000903,TEM-33,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001788,OXA-204,Klebsiella pneumoniae,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
