gene_id,aro_accession,name,family_id,description,mechanism_id,DNA_accession,RNA_accession
3000369,ARO:3000369,MtrCDE,10004,"The mtr (multiple transferable resistance) system of Neisseria gonorrhoeae confers resistance to many hydrophobic agents including antibiotics, fatty-acids and detergents. MtrCDE is homologous to AcrAB-TolC, where MtrC is the membrane fusion protein, MtrD is the inner membrane transporter, and MtrE is the outer membrane channel protein.",10000,N/A,N/A
3000375,ARO:3000375,ErmB,3000560,"ErmB confers the MLSb phenotype. Similar to ErmC, expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present, it binds the leader peptide causing a change in conformation allowing for the expression of ErmB.",1001,gb|AF242872.1|+|2132-2878|ErmB [Enterococcus faecium],gb|AAF86219.1|+|ErmB [Enterococcus faecium]
3000377,ARO:3000377,MexA,10004,MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex.,10000,gb|AE004091.2|+|472024-473175|MexA [Pseudomonas aeruginosa PAO1],gb|AAG03814.1|+|MexA [Pseudomonas aeruginosa PAO1]
3000378,ARO:3000378,MexB,10004,MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM.,10000,gb|L11616.1|+|1570-4710|MexB [Pseudomonas aeruginosa],gb|AAA74437.1|+|MexB [Pseudomonas aeruginosa]
3000379,ARO:3000379,OprM,10004,"OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM, MexVW-OprM, MexXY-OprM and the AmrAB-OprM complex.",10000,gb|AE004091.2|+|476333-477790|OprM [Pseudomonas aeruginosa PAO1],gb|AAG03816.1|+|OprM [Pseudomonas aeruginosa PAO1]
3000380,ARO:3000380,FosC,3004245,FosC is an enzyme that phosphorylates fosfomycin to confer resistance.,1004,gb|Z33413.1|+|387-935|FosC [Pseudomonas syringae],gb|CAA83855.1|+|FosC [Pseudomonas syringae]
3000391,ARO:3000391,norA,10002,"NorA is a multidrug efflux pump in Staphylococcus aureus that confers resistance to fluoroquinolones and other structurally unrelated antibiotics like acriflavine. It shares 30% similarity with NorA, and is a structural homolog of Bmr of Bacillus subtilis. It is regulated by arlRS and mgrA, the latter also known as NorR.",1004,gb|AY566250.1|+|392-1555|norA [Staphylococcus epidermidis],gb|AAS68233.1|+|norA [Staphylococcus epidermidis]
3000392,ARO:3000392,Erm(37),3000560,Erm(37) is found in Mycobacterium species and confers the MLSb phenotype. In addition to methylation of A2058 this Erm methylates adjacent adenosines (A2057 and A2059) as well.,1001,gb|AL123456.1|+|2231680-2232219|Erm(37) [Mycobacterium tuberculosis H37Rv],gb|CCP44758.1|+|Erm(37) [Mycobacterium tuberculosis H37Rv]
3000410,ARO:3000410,sul1,3004238,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.,1004,gb|JF969163.1|+|1054-1893|sul1 [Vibrio fluvialis],gb|AEJ33969.1|+|sul1 [Vibrio fluvialis]
3000412,ARO:3000412,sul2,3004238,"Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria, usually found on small plasmids.",1002,gb|AY055428.1|-|20269-21084|sul2 [Vibrio cholerae],gb|AAL59753.1|+|sul2 [Vibrio cholerae]
3000413,ARO:3000413,sul3,3004238,Sul3 is a sulfonamide resistant dihydropteroate synthase similar to Sul1 and Sul2. Its resistance gene was found encoded in E. coli plasmid DNA of sulfonamide resistant isolates.,1002,gb|FJ196385.1|-|8532-9323|sul3 [Escherichia coli],gb|ACJ63260.1|+|sul3 [Escherichia coli]
3000421,ARO:3000421,norB,10002,"NorB is a multidrug efflux pump in Staphylococcus aureus that confers resistance to fluoroquinolones and other structurally unrelated antibiotics like tetracycline. It shares 30% similarity with NorB, and is a structural homolog of Blt of Bacillus subtilis. It is regulated by mgrA, also known as NorR.",10000,gb|HE999704.1|-|2734781-2736181|norB [Listeria monocytogenes],gb|CCQ22388.1|+|norB [Listeria monocytogenes]
3000423,ARO:3000423,FomA,3004246,"In the presence of ATP and magnesium (II), fosfomycin gets phosphorylated at the phosphate group resulting in a diphosphate group which inactivates the antibiotic.",1004,gb|AB016934.1|+|6576-7376|FomA [Streptomyces wedmorensis],gb|BAA32493.1|+|FomA [Streptomyces wedmorensis]
3000444,ARO:3000444,rphA,3004040,The enzymatic inactivation of rifampin by phosphorylation at the 21-OH position.,10000,gb|KJ151292.1|+|295-2892|rphA [Streptomyces sp. WAC4747],gb|AIA08936.1|+|rphA [Streptomyces sp. WAC4747]
3000448,ARO:3000448,QepA1,10002,"QepA1 is a plasmid-mediated efflux pump in E. coli, shown to contribute to fluoroquinolone resistance. It is regulated by sox genes, also known as global stress regulators.",10000,gb|JQ064560.1|+|1-1536|QepA1 [Klebsiella aerogenes],gb|AEZ36150.1|+|QepA1 [Klebsiella aerogenes]
3000449,ARO:3000449,FomB,3004246,"An enzyme which on its own cannot provide fosfomycin resistance, however in conjunction with FomA, it leads to the formation of fosfomycin with three phosphates total, which makes it inactive.",1004,gb|AB016934.1|+|7389-8381|FomB [Streptomyces wedmorensis],gb|BAA32494.1|+|FomB [Streptomyces wedmorensis]
3000462,ARO:3000462,mgtA,3004237,"A macrolide glycosyltransferase encoded by the mgtA gene in Streptomyces lividans. This enzyme inactivates macrolides using UDP-glucose as a cofactor. Its optimal substrates are lankamycin, calcomycin, rosaramicin, methymycin, and pikromycin, while interactions with erythomycin, oldeandomycin, azithromycin, and tylosin were weaker. It is inactive against spiramycin and carbomycin. Mechanism first described by Cundliffe, 1992.",3003764,gb|DQ185434.2|+|1-1257|mgtA [Streptomyces lividans],gb|ABA28305.2|+|mgtA [Streptomyces lividans]
3000463,ARO:3000463,gimA,3004236,"A macrolide glycosyltransferase encoded by the gimA gene in Streptomyces ambofaciens, a natural producer of the macrolide antibiotic spiramycin. Chalcomycin, methymycin, tylosin, pikromycin, rosaramicin, oleandomycin, josamycin, and carbomycin are preferred substrates of gimA glycosyltransferase, while erythromycin and spiramycin have notably low binding affinities. GimA may be able to inactivate spiramycin precursors. Described by Gourmelen et al. 1998.",1004,gb|AJ223970.1|+|797-2050|gimA [Streptomyces ambofaciens],gb|CAA11707.1|+|gimA [Streptomyces ambofaciens]
3000464,ARO:3000464,Neisseria gonorrhoeae porin PIB (por),3004281,"Mutant forms of the porin Por result in reduced permeability to antibiotics, particularly tetracyclines and beta-lactams.",1001,N/A,N/A
3000467,ARO:3000467,NDM-5,3000057,New Delhi beta-lactamase NDM-5.,1004,gb|JN104597.1|+|115-927|NDM-5 [Escherichia coli],gb|AEN03071.1|+|NDM-5 [Escherichia coli]
3000476,ARO:3000476,tet(31),10002,"Tet31 is a tetracycline efflux pump found in Aeromonas salmonicida, a Gram-negative bacteria. It has also been shown to be expressed in Gallibacterium anatis.",10000,gb|AJ250203.1|+|1651-2883|tet(31) [Aeromonas salmonicida subsp. salmonicida],gb|CAC80727.1|+|tet(31) [Aeromonas salmonicida subsp. salmonicida]
3000478,ARO:3000478,tet(33),10002,"Tet33 is a tetracycline efflux pump found in Gram-positive bacteria, including Arthrobacter and Corynebacterium.",1003,gb|AJ420072.1|+|22940-24163|tet(33) [Corynebacterium glutamicum],gb|CAD12227.2|+|tet(33) [Corynebacterium glutamicum]
3000481,ARO:3000481,tet(35),10001,Tet35 is a tetracycline efflux pump found in the Gram-negative Vibrio and Stenotrophomonas. It is unrelated to other tet resistance genes.,10000,gb|AF353562.1|-|2213-3322|tet(35) [Vibrio harveyi],gb|AAK37619.1|+|tet(35) [Vibrio harveyi]
3000489,ARO:3000489,sav1866,10001,"Sav1866 is a multidrug efflux pump in the Gram-positive Staphylococcus aureus. It is a homolog of the human ABC transporter Mdr1 and pumps out toxic compounds including verapamil, tetraphenylphosphorchloride, and Hoechst 33342.",1004,N/A,N/A
3000491,ARO:3000491,acrD,10004,"AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole, and is regulated by baeRS and cpxAR.",10000,gb|AP009048.1|+|2586251-2589364|acrD [Escherichia coli str. K-12 substr. W3110],gb|BAA16344.1|+|acrD [Escherichia coli str. K-12 substr. W3110]
3000495,ARO:3000495,ErmD,3000560,ErmD confers MLSb phenotype.,1001,gb|L08389.1|+|391-1254|ErmD [Bacillus anthracis],gb|AAA22597.1|+|ErmD [Bacillus anthracis]
3000498,ARO:3000498,ErmF,3000560,ErmF confers the MLSb phenotype.,1001,gb|M17124.1|+|1182-1982|ErmF [Bacteroides fragilis],gb|AAA88675.1|+|ErmF [Bacteroides fragilis]
3000499,ARO:3000499,AcrE,10004,"AcrE is a membrane fusion protein, similar to AcrA.",10000,gb|U00096.1|+|3413864-3415021|AcrE [Escherichia coli str. K-12 substr. MG1655],gb|AAC76297.1|+|AcrE [Escherichia coli str. K-12 substr. MG1655]
3000501,ARO:3000501,rpoB2,3000210,"Due to gene duplication, the genomes of Nocardia species include both rifampin-sensitive beta-subunit of RNA polymerase (rpoB) and rifampin-resistant beta-subunit of RNA polymerase (rpoB2) genes, with ~88% similarity between the two gene products. Expression of the rpoB2 variant results in replacement of rifampin sensitivity with rifampin resistance.",1004,gb|AP006618.1|+|4835200-4838688|rpoB2 [Nocardia farcinica IFM 10152],gb|BAD59497.1|+|rpoB2 [Nocardia farcinica IFM 10152]
3000502,ARO:3000502,AcrF,10004,"AcrF is a inner membrane transporter, similar to AcrB.",10000,gb|U00096.1|+|3415033-3418137|AcrF [Escherichia coli str. K-12 substr. MG1655],gb|AAC76298.1|+|AcrF [Escherichia coli str. K-12 substr. MG1655]
3000504,ARO:3000504,golS,10004,"GolS is a regulator activated by the presence of golD, and promotes the expression of the MdsABC efflux pump.",10000,gb|AE006468.2|+|400861-401325|golS [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|AAL19308.1|+|golS [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
3000506,ARO:3000506,MexR,10004,MexR is the repressor of the MexRAB-OprM operon. Mutant forms of mexR result in up-regulation of efflux pump system MexAB-OprM.,10000;1001,N/A,N/A
3000508,ARO:3000508,gadX,10004,GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.,10000,gb|AP009048.1|+|3974605-3975429|gadX [Escherichia coli str. K-12 substr. W3110],gb|BAE77778.1|+|gadX [Escherichia coli str. K-12 substr. W3110]
3000510,ARO:3000510,Staphylococcus aureus mupB conferring resistance to mupirocin,30000446,An alternative isoleucyl-tRNA synthetase conferring resistance to mupirocin.,1001,gb|JQ231224.1|+|91-3192|Saur_mupB_MUP [Staphylococcus aureus],gb|AEY83581.1|+|Saur_mupB_MUP [Staphylococcus aureus]
3000516,ARO:3000516,emrR,10002,EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.,10000,gb|U00096.3|+|2810770-2811300|emrR [Escherichia coli str. K-12 substr. MG1655],gb|AAC75731.1|+|emrR [Escherichia coli str. K-12 substr. MG1655]
3000518,ARO:3000518,CRP,10004,CRP is a global regulator that represses MdtEF multidrug efflux pump expression.,10000,gb|AP009048.1|-|4153664-4154296|CRP [Escherichia coli str. K-12 substr. W3110],gb|BAE77933.1|+|CRP [Escherichia coli str. K-12 substr. W3110]
3000521,ARO:3000521,Staphylococcus aureus mupA conferring resistance to mupirocin,30000446,An alternative isoleucyl-tRNA synthetase conferring resistance to mupirocin.,1001,gb|X75439.1|+|477-3551|Saur_mupA_MUP [Staphylococcus aureus],gb|CAA53189.1|+|Saur_mupA_MUP [Staphylococcus aureus]
3000522,ARO:3000522,ErmG,3000560,ErmG is a rRNA adenine N-6-methyltransferase that protects the ribosome from inactivation due to antibiotic binding.,1001,gb|L42817.1|+|202-936|ErmG [Bacteroides thetaiotaomicron],gb|AAC37034.1|+|ErmG [Bacteroides thetaiotaomicron]
3000526,ARO:3000526,cmeR,10004,"CmeR is a repressor for the CmeABC multidrug efflux pump, binding to the cmeABC promoter region.",10000,gb|AL111168.1|-|336916-337548|cmeR [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819],gb|CAL34518.1|+|cmeR [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]
3000533,ARO:3000533,macA,10001,MacA is a membrane fusion protein that forms an antibiotic efflux complex with MacB and TolC. macA corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.,10000,gb|AY768531.1|+|1-1179|macA [Neisseria gonorrhoeae],gb|AAV85981.1|+|macA [Neisseria gonorrhoeae]
3000535,ARO:3000535,macB,10001,MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.,10000,gb|AY768532.1|+|1-1935|macB [Neisseria gonorrhoeae],gb|AAV85982.1|+|macB [Neisseria gonorrhoeae]
3000549,ARO:3000549,adeS,10004,AdeS is a sensor kinase in the AdeRS regulatory system of AdeABC. It is essential for AdeABC expression.,10000,gb|HM440348.1|+|776-1861|adeS [Acinetobacter baumannii],gb|ADM92606.1|+|adeS [Acinetobacter baumannii]
3000553,ARO:3000553,adeR,10004,AdeR is a positive regulator of AdeABC efflux system. AdeR inactivation leads to susceptibility to aminoglycoside antibiotics.,10000,gb|HM440348.1|+|1-744|adeR [Acinetobacter baumannii],gb|ADM92605.1|+|adeR [Acinetobacter baumannii]
3000556,ARO:3000556,tet(44),2,"Tet44 is a tetracycline resistance gene found in Campylobacter fetus, and binds to the ribosome to confer antibiotic resistance as a ribosomal protection protein.",10000,gb|FN594949.1|+|25245-27167|tet(44) [Campylobacter fetus subsp. fetus],gb|CBH51823.1|+|tet(44) [Campylobacter fetus subsp. fetus]
3000559,ARO:3000559,adeN,10004,"AdeN is a repressor of AdeIJK, a RND-type efflux pump in Acinetobacter baumannii. Its inactivation increases expression of AdeJ.",10000,gb|KF147862.1|+|1-654|adeN [Acinetobacter baumannii],gb|AGV28567.1|+|adeN [Acinetobacter baumannii]
3000561,ARO:3000561,tet(30),10002,"Tet30 is a tetracycline efflux pump found in agrobacterium, a Gram-negative bacterium.",1004,gb|AF090987.1|+|1-1185|tet(30) [Agrobacterium fabrum str. C58],gb|AAD09860.1|+|tet(30) [Agrobacterium fabrum str. C58]
3000565,ARO:3000565,tet(38),10002,"Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA, which also regulates NorB.",1004,gb|AY825285.1|+|1-1353|tet(38) [Staphylococcus aureus],gb|AAV80464.1|+|tet(38) [Staphylococcus aureus]
3000566,ARO:3000566,tet(39),10002,"Tet39 is a tetracycline efflux pump found in Gram-negative bacteria, including Brevundimonas, Stenotrophomonas, Enterobacter, Alcaligenes, Acinetobacter, and Providencia.",10000,gb|AY743590.1|+|1-1188|tet(39) [Acinetobacter sp. LUH5605],gb|AAW66497.1|+|tet(39) [Acinetobacter sp. LUH5605]
3000567,ARO:3000567,tet(40),10002,Tet40 is a tetracycline efflux pump found in the Gram-positive Clostridium. It is similar to tetA(P).,10000,gb|AM419751.1|+|14211-15431|tet(40) [uncultured bacterium],gb|CAM12479.1|+|tet(40) [uncultured bacterium]
3000569,ARO:3000569,tet(41),10002,"Tet41 is a tetracycline efflux pump found in Serratia, a Gram-negative bacterium.  It is related to Acinetobacter Tet(39).",10000,gb|AY264780.2|-|1825-3006|tet(41) [Serratia marcescens],gb|AAP93922.1|+|tet(41) [Serratia marcescens]
3000572,ARO:3000572,tet(42),10002,"Tet42 is a tetracycline efflux pump found in both Gram-negative (Pseudomonas) and Gram-positive (Microbacterium, Bacillus, Staphylococcus, Paenibacillus) bacteria.",10000,gb|EU523697.1|+|687-1973|tet(42) [Micrococcus sp. SMCC G887],gb|ACD35503.1|+|tet(42) [Micrococcus sp. SMCC G887]
3000573,ARO:3000573,tet(43),10002,"Tet(43) is a tetracycline resistance gene with unknown origins, isolated from metagenomic DNA.",10000,gb|GQ244501.1|-|60-1619|tet(43) [uncultured bacterium AOTet43],gb|ACS83748.1|+|tet(43) [uncultured bacterium AOTet43]
3000578,ARO:3000578,CcrA,3004200,CcrA is a CfiA beta-lactamase.,1004,gb|M63556.1|+|91-840|CcrA [Bacteroides fragilis],gb|AAA22904.1|+|CcrA [Bacteroides fragilis]
3000579,ARO:3000579,Chryseobacterium meningosepticum BlaB,3004201,"This BlaB specific to Chryseobacterium meningosepticum mediates resistance against many beta-lactam antibiotics, notably penams and carbapenems.",1004,gb|CP007547.1|-|3053572-3054321|Cmen_BlaB [Elizabethkingia anophelis NUHP1],gb|AIL46641.1|+|Cmen_BlaB [Elizabethkingia anophelis NUHP1]
